GeneID,Chromosome,Start,End,Strand,Length,SRR21835898,SRR21835899,SRR21835896,SRR21835897,SRR21835900,SRR21835901
SAUSA300_1730,CP000255.1,1913878,1915071,-,1194,76,86,65,79,93,90
SAUSA300_1731,CP000255.1,1915442,1917034,+,1593,2924,2265,2334,2587,2611,2076
SAUSA300_1732,CP000255.1,1917170,1917571,-,402,156,34,129,176,39,49
SAUSA300_1733,CP000255.1,1918030,1918776,-,747,17,7,6,5,12,8
SAUSA300_1734,CP000255.1,1918781,1919260,-,480,4,2,2,2,0,4
SAUSA300_1736,CP000255.1,1919320,1919577,+,258,168,157,135,176,146,127
SAUSA300_1735,CP000255.1,1919574,1920575,-,1002,75,100,95,50,140,131
SAUSA300_1737,CP000255.1,1920580,1922058,-,1479,20,57,41,46,62,38
SAUSA300_1738,CP000255.1,1922217,1922672,-,456,0,2,2,0,6,4
SAUSA300_1739,CP000255.1,1922975,1923625,+,651,9943,5791,11094,9818,4717,5464
SAUSA300_1740,CP000255.1,1923706,1924701,+,996,10395,4118,7765,10174,4343,3809
SAUSA300_1741,CP000255.1,1924777,1924932,+,156,0,0,0,0,0,0
SAUSA300_1742,CP000255.1,1924933,1925403,+,471,2,4,2,0,0,2
SAUSA300_1743,CP000255.1,1925444,1925788,+,345,4,4,0,0,1,2
SAUSA300_1744,CP000255.1,1925886,1926437,+,552,8,4,2,6,5,2
SAUSA300_1745,CP000255.1,1926655,1927296,-,642,0,0,0,0,0,0
SAUSA300_1746,CP000255.1,1927410,1927595,-,186,2,2,1,7,2,0
SAUSA300_1747,CP000255.1,1927784,1928167,-,384,89,400,148,105,184,289
SAUSA300_1749,CP000255.1,1929784,1930161,-,378,0,2,4,1,0,2
SAUSA300_1750,CP000255.1,1930682,1934794,-,4113,4,6,4,0,15,4
SAUSA300_1751,CP000255.1,1935644,1936843,-,1200,70,38,46,73,54,54
SAUSA300_1752,CP000255.1,1936836,1938575,-,1740,12,6,24,8,14,7
SAUSA300_1753,CP000255.1,1938755,1939474,-,720,326,8,588,409,6,6
SAUSA300_1754,CP000255.1,1939625,1940341,-,717,260,6,508,307,8,2
SAUSA300_1755,CP000255.1,1940499,1941218,-,720,320,4,473,352,5,6
SAUSA300_1756,CP000255.1,1941339,1942058,-,720,449,7,755,496,11,10
SAUSA300_1757,CP000255.1,1942116,1942838,-,723,296,4,540,344,8,6
SAUSA300_1758,CP000255.1,1942963,1943670,-,708,183,4,207,173,0,0
SAUSA300_1759,CP000255.1,1944634,1945200,+,567,5,0,3,4,2,0
SAUSA300_1760,CP000255.1,1945674,1946372,-,699,109,442,264,110,348,447
SAUSA300_1761,CP000255.1,1946369,1947130,-,762,193,274,191,182,365,314
SAUSA300_1762,CP000255.1,1947127,1947819,-,693,387,813,424,338,803,750
SAUSA300_1763,CP000255.1,1947842,1949215,-,1374,221,756,193,249,523,506
SAUSA300_1764,CP000255.1,1949225,1949743,-,519,0,2,0,2,4,2
SAUSA300_1765,CP000255.1,1949759,1951003,-,1245,4,6,12,6,0,9
SAUSA300_1766,CP000255.1,1950996,1953989,-,2994,5,4,2,5,4,8
SAUSA300_1767,CP000255.1,1954054,1954197,-,144,4,12,4,8,4,13
SAUSA300_1768,CP000255.1,1955319,1956302,-,984,6,2,6,5,3,3
SAUSA300_1769,CP000255.1,1956304,1957239,-,936,4,1,4,10,2,2
SAUSA300_1770,CP000255.1,1958122,1958577,+,456,30,56,14,17,60,57
SAUSA300_1771,CP000255.1,1958590,1959231,+,642,42,161,68,63,185,160
SAUSA300_1780,CP000255.1,1961834,1962388,-,555,3,17,9,15,9,7
SAUSA300_1781,CP000255.1,1962711,1964111,-,1401,152,324,218,205,273,365
SAUSA300_1782,CP000255.1,1964135,1965058,-,924,73,95,88,85,109,105
SAUSA300_1783,CP000255.1,1965116,1966153,-,1038,67,122,63,66,124,167
SAUSA300_1784,CP000255.1,1966416,1966919,+,504,650,859,895,662,820,873
SAUSA300_1785,CP000255.1,1967043,1968266,-,1224,84,650,72,115,637,738
SAUSA300_1786,CP000255.1,1968259,1968999,-,741,38,40,21,20,82,51
SAUSA300_1787,CP000255.1,1969133,1969555,+,423,64,102,76,62,112,139
SAUSA300_1788,CP000255.1,1969697,1970062,+,366,1899,1512,1955,2224,1538,1584
SAUSA300_1789,CP000255.1,1970795,1971352,+,558,2,0,0,0,2,1
SAUSA300_1790,CP000255.1,1971557,1972519,+,963,1748,1138,1311,1676,894,1003
SAUSA300_1791,CP000255.1,1972640,1973581,-,942,382,748,438,414,728,726
SAUSA300_1792,CP000255.1,1973578,1976514,-,2937,534,916,498,520,825,950
SAUSA300_1793,CP000255.1,1976504,1977700,-,1197,29,29,9,13,29,35
SAUSA300_1794,CP000255.1,1977991,1978089,-,99,0,0,0,0,0,0
SAUSA300_1795,CP000255.1,1978472,1978816,-,345,110,365,75,128,395,326
SAUSA300_1796,CP000255.1,1978885,1980009,-,1125,26,150,38,22,172,123
SAUSA300_1797,CP000255.1,1980188,1980652,-,465,6,6,2,8,5,5
SAUSA300_1798,CP000255.1,1981008,1981631,-,624,7,8,11,12,19,6
SAUSA300_1799,CP000255.1,1981653,1982765,-,1113,56,16,46,50,25,12
SAUSA300_1800,CP000255.1,1982928,1983749,+,822,74,132,84,72,143,140
SAUSA300_1801,CP000255.1,1984212,1985597,-,1386,464,778,399,439,873,726
SAUSA300_1802,CP000255.1,1985793,1986188,-,396,6,4,0,1,3,3
SAUSA300_1803,CP000255.1,1986965,1987117,-,153,325,385,303,312,499,434
SAUSA300_1804,CP000255.1,1987142,1987741,-,600,1436,2108,1592,1590,1930,2367
SAUSA300_1805,CP000255.1,1987900,1988370,-,471,22,11,10,7,18,13
SAUSA300_1806,CP000255.1,1988375,1989502,-,1128,49,50,59,55,61,69
SAUSA300_1807,CP000255.1,1989653,1990381,-,729,24,14,24,21,13,23
SAUSA300_1808,CP000255.1,1990368,1991825,-,1458,22,22,24,16,16,18
SAUSA300_1809,CP000255.1,1992083,1993144,-,1062,50,156,34,38,141,127
SAUSA300_1810,CP000255.1,1993601,1994956,+,1356,19,13,8,8,12,12
SAUSA300_1842,CP000255.1,2003464,2003910,-,447,223,508,282,237,543,585
SAUSA300_1843,CP000255.1,2004007,2004957,-,951,361,528,488,309,586,555
SAUSA300_1844,CP000255.1,2004963,2005418,-,456,122,272,177,147,236,372
SAUSA300_1845,CP000255.1,2005499,2006788,+,1290,252,450,230,253,383,388
SAUSA300_1846,CP000255.1,2007132,2008175,+,1044,44,54,50,36,51,58
SAUSA300_1847,CP000255.1,2008366,2010102,-,1737,38,68,62,42,70,84
SAUSA300_1848,CP000255.1,2010393,2010935,-,543,8,25,19,17,27,48
SAUSA300_1849,CP000255.1,2011237,2012274,-,1038,25,18,9,18,19,10
SAUSA300_1850,CP000255.1,2012426,2013403,+,978,290,1757,336,255,1489,1738
SAUSA300_1851,CP000255.1,2013664,2014500,-,837,7,47,9,17,60,43
SAUSA300_1852,CP000255.1,2014509,2016026,-,1518,14,8,5,6,10,4
SAUSA300_1853,CP000255.1,2016041,2016355,-,315,1,2,1,1,5,3
SAUSA300_1854,CP000255.1,2016333,2017151,-,819,11,16,6,6,11,13
SAUSA300_1855,CP000255.1,2017412,2018221,-,810,345,702,399,312,551,540
SAUSA300_1856,CP000255.1,2018562,2019077,-,516,450,1023,342,459,988,890
SAUSA300_1857,CP000255.1,2019208,2019369,-,162,8,11,4,3,4,21
SAUSA300_1858,CP000255.1,2019593,2020744,+,1152,56,44,18,34,54,56
SAUSA300_1859,CP000255.1,2021004,2021534,-,531,163,205,235,152,179,244
SAUSA300_1860,CP000255.1,2021624,2022871,-,1248,236,303,282,172,301,379
SAUSA300_1861,CP000255.1,2022883,2023083,-,201,5,15,0,2,4,12
SAUSA300_1862,CP000255.1,2023230,2023694,+,465,669,1112,800,801,923,1300
SAUSA300_1863,CP000255.1,2023701,2023976,+,276,488,452,330,553,454,473
SAUSA300_1864,CP000255.1,2024254,2025471,+,1218,268,270,360,257,278,348
SAUSA300_1865,CP000255.1,2025587,2026216,-,630,56,80,43,53,93,92
SAUSA300_1866,CP000255.1,2026206,2027249,-,1044,29,64,27,34,38,80
SAUSA300_1867,CP000255.1,2027246,2027947,-,702,4,0,2,0,7,2
SAUSA300_1868,CP000255.1,2027962,2028348,-,387,0,2,0,0,1,0
SAUSA300_1869,CP000255.1,2028565,2029323,-,759,88,143,78,124,160,144
SAUSA300_1870,CP000255.1,2029851,2030837,+,987,2,2,2,1,5,12
SAUSA300_1871,CP000255.1,2031386,2031799,-,414,0,0,0,0,0,0
SAUSA300_1872,CP000255.1,2032024,2032755,-,732,50,94,41,25,81,84
SAUSA300_1873,CP000255.1,2032757,2034070,-,1314,59,141,74,46,145,134
SAUSA300_1874,CP000255.1,2034362,2034862,+,501,198,490,208,206,296,306
SAUSA300_1875,CP000255.1,2035251,2035805,+,555,18,46,6,19,54,31
SAUSA300_1876,CP000255.1,2035873,2036913,-,1041,116,156,84,94,152,180
SAUSA300_1877,CP000255.1,2037190,2037720,-,531,46,58,38,51,35,52
SAUSA300_1878,CP000255.1,2037890,2039251,-,1362,51,93,80,71,66,59
SAUSA300_1879,CP000255.1,2039332,2040279,-,948,87,220,59,79,209,240
SAUSA300_1880,CP000255.1,2041048,2042475,-,1428,273,407,221,252,377,393
SAUSA300_1881,CP000255.1,2042488,2043945,-,1458,106,83,56,94,80,74
SAUSA300_1882,CP000255.1,2043947,2044249,-,303,0,0,0,0,0,1
SAUSA300_1883,CP000255.1,2044616,2046154,+,1539,154,173,168,202,197,224
SAUSA300_1884,CP000255.1,2046243,2047442,-,1200,167,207,240,177,231,237
SAUSA300_1885,CP000255.1,2047455,2049458,-,2004,132,155,124,125,143,144
SAUSA300_1886,CP000255.1,2049462,2051654,-,2193,50,76,26,58,62,38
SAUSA300_1887,CP000255.1,2051651,2052343,-,693,11,8,2,11,14,5
SAUSA300_1888,CP000255.1,2052515,2052817,-,303,24,63,26,18,79,65
SAUSA300_1889,CP000255.1,2052926,2054221,-,1296,300,157,190,284,133,144
SAUSA300_1890,CP000255.1,2055082,2056248,+,1167,146,32,159,136,17,22
SAUSA300_1891,CP000255.1,2056897,2057070,-,174,13,16,15,19,28,22
SAUSA300_1892,CP000255.1,2057051,2057653,-,603,111,210,130,128,187,236
SAUSA300_1893,CP000255.1,2057924,2058745,-,822,328,548,367,278,544,612
SAUSA300_1894,CP000255.1,2058738,2060207,-,1470,222,502,289,268,442,523
SAUSA300_1895,CP000255.1,2060391,2061467,+,1077,112,47,123,126,67,61
SAUSA300_1896,CP000255.1,2061487,2062281,+,795,17,6,19,23,4,9
SAUSA300_1897,CP000255.1,2062471,2064033,-,1563,74,105,103,56,142,130
SAUSA300_1898,CP000255.1,2064238,2065335,-,1098,34,69,16,45,76,47
SAUSA300_1899,CP000255.1,2065707,2066267,+,561,294,620,256,314,520,598
SAUSA300_1900,CP000255.1,2066320,2067249,+,930,653,725,640,682,844,836
SAUSA300_1901,CP000255.1,2067669,2069048,+,1380,618,772,765,601,794,994
SAUSA300_1902,CP000255.1,2069168,2070196,-,1029,64,70,65,56,86,64
SAUSA300_1903,CP000255.1,2070466,2070867,+,402,13,7,14,15,4,3
SAUSA300_1904,CP000255.1,2071440,2071613,-,174,282,172,147,326,217,115
SAUSA300_1905,CP000255.1,2072064,2073104,+,1041,50,16,34,20,51,44
SAUSA300_1906,CP000255.1,2073161,2074003,-,843,101,289,122,79,270,277
SAUSA300_1907,CP000255.1,2074000,2074557,-,558,16,29,26,24,36,55
SAUSA300_1908,CP000255.1,2074617,2075141,-,525,2,17,6,7,9,14
SAUSA300_1909,CP000255.1,2075262,2075825,+,564,691,2119,398,580,1893,1722
SAUSA300_1910,CP000255.1,2075891,2076631,-,741,1,15,0,0,26,20
SAUSA300_1911,CP000255.1,2076631,2077503,-,873,15,265,26,24,195,258
SAUSA300_1912,CP000255.1,2077500,2078180,-,681,2,2,0,2,14,8
SAUSA300_1913,CP000255.1,2078181,2079077,-,897,21,275,19,46,240,259
SAUSA300_1914,CP000255.1,2079074,2079454,-,381,8,234,17,12,156,218
SAUSA300_1915,CP000255.1,2079718,2079894,-,177,0,3,3,1,1,2
SAUSA300_1916,CP000255.1,2080435,2081721,+,1287,370,681,408,317,834,763
SAUSA300_1918,CP000255.1,2084489,2084686,+,198,134,12,60,97,14,14
SAUSA300_1919,CP000255.1,2085861,2086211,-,351,4277,891,4013,4403,739,764
SAUSA300_1920,CP000255.1,2086896,2087345,+,450,48,2,13,41,0,0
SAUSA300_1921,CP000255.1,2087440,2087736,-,297,5,0,6,9,2,5
SAUSA300_1922,CP000255.1,2088425,2088916,-,492,1623,844,1256,1591,941,829
SAUSA300_1923,CP000255.1,2089107,2089862,-,756,12,1,0,9,2,2
SAUSA300_1924,CP000255.1,2089874,2090128,-,255,1,3,0,6,0,2
SAUSA300_1925,CP000255.1,2090666,2090962,-,297,26,20,10,29,21,15
SAUSA300_1926,CP000255.1,2091020,2091307,-,288,11,7,4,4,1,4
SAUSA300_1927,CP000255.1,2091354,2091506,-,153,3,1,0,3,2,0
SAUSA300_1928,CP000255.1,2091496,2095281,-,3786,123,85,48,106,78,72
SAUSA300_1929,CP000255.1,2095297,2096781,-,1485,36,19,8,37,13,2
SAUSA300_1930,CP000255.1,2096778,2101307,-,4530,179,114,122,236,108,84
SAUSA300_1931,CP000255.1,2101364,2101525,-,162,1,3,0,3,3,6
SAUSA300_1932,CP000255.1,2101552,2101902,-,351,16,19,13,17,16,9
SAUSA300_1933,CP000255.1,2101952,2102092,-,141,11,17,10,17,6,2
SAUSA300_1934,CP000255.1,2102218,2102862,-,645,10,3,2,14,6,6
SAUSA300_1935,CP000255.1,2103267,2103671,-,405,37,37,22,65,13,20
SAUSA300_1936,CP000255.1,2103668,2104030,-,363,5,4,2,2,0,2
SAUSA300_1937,CP000255.1,2104288,2104572,-,285,10,5,6,17,1,9
SAUSA300_1938,CP000255.1,2104592,2105737,-,1146,52,18,25,57,21,19
SAUSA300_1939,CP000255.1,2105761,2106498,-,738,34,9,4,32,11,6
SAUSA300_1940,CP000255.1,2106482,2107669,-,1188,20,8,8,18,7,10
SAUSA300_1941,CP000255.1,2107685,2109346,-,1662,16,4,4,26,4,7
SAUSA300_1942,CP000255.1,2109343,2109777,-,435,6,1,2,4,4,0
SAUSA300_1943,CP000255.1,2109817,2110116,-,300,7,1,0,10,0,0
SAUSA300_1944,CP000255.1,2110348,2110683,-,336,19,40,21,39,44,45
SAUSA300_1945,CP000255.1,2110792,2110992,-,201,10,28,14,14,16,21
SAUSA300_1946,CP000255.1,2110992,2111141,-,150,0,0,0,0,1,0
SAUSA300_1947,CP000255.1,2111138,2111524,-,387,12,39,16,20,19,19
SAUSA300_1948,CP000255.1,2111521,2111727,-,207,5,7,2,2,9,2
SAUSA300_1949,CP000255.1,2112006,2112539,-,534,21,36,5,24,17,25
SAUSA300_1950,CP000255.1,2112532,2112774,-,243,0,0,0,5,0,1
SAUSA300_1951,CP000255.1,2112764,2113000,-,237,0,4,2,9,6,5
SAUSA300_1952,CP000255.1,2112993,2113364,-,372,0,0,2,3,1,0
SAUSA300_1953,CP000255.1,2113373,2113615,-,243,4,7,1,13,6,4
SAUSA300_1954,CP000255.1,2113619,2113996,-,378,3,2,2,7,3,2
SAUSA300_1955,CP000255.1,2114000,2114404,-,405,4,7,2,10,10,2
SAUSA300_1956,CP000255.1,2114413,2114631,-,219,5,0,2,3,7,3
SAUSA300_1957,CP000255.1,2114638,2115531,-,894,25,24,12,28,29,18
SAUSA300_1958,CP000255.1,2115561,2116031,-,471,2,2,7,7,1,2
SAUSA300_1959,CP000255.1,2116032,2116517,-,486,7,3,5,7,8,1
SAUSA300_1960,CP000255.1,2116730,2117650,-,921,24,23,8,39,33,22
SAUSA300_1961,CP000255.1,2117652,2119607,-,1956,27,57,30,31,47,28
SAUSA300_1962,CP000255.1,2119876,2120136,-,261,12,20,2,7,28,12
SAUSA300_1963,CP000255.1,2120176,2120436,-,261,1,4,0,8,0,6
SAUSA300_1964,CP000255.1,2120689,2121009,-,321,14,10,8,10,20,6
SAUSA300_1965,CP000255.1,2121059,2121298,+,240,379,186,278,430,284,209
SAUSA300_1966,CP000255.1,2121487,2122239,-,753,39,83,21,53,60,37
SAUSA300_1967,CP000255.1,2122290,2122619,+,330,57,33,28,52,53,34
SAUSA300_1968,CP000255.1,2122839,2123288,-,450,6,8,2,10,12,8
SAUSA300_1969,CP000255.1,2123236,2123949,+,714,22,20,3,20,32,20
SAUSA300_1970,CP000255.1,2123965,2124897,+,933,2,2,4,0,10,5
SAUSA300_1971,CP000255.1,2125708,2126421,+,714,4,8,1,0,9,5
SAUSA300_1972,CP000255.1,2126612,2127649,+,1038,42,27,27,16,26,44
SAUSA300_1973,CP000255.1,2127706,2128530,+,825,32,15,26,26,16,21
SAUSA300_1974,CP000255.1,2128768,2129784,-,1017,995,70,1442,1001,79,142
SAUSA300_1975,CP000255.1,2129806,2130861,-,1056,612,52,664,658,49,42
SAUSA300_1976,CP000255.1,2131296,2132519,+,1224,570,580,694,584,554,560
SAUSA300_1977,CP000255.1,2132891,2133736,-,846,0,0,2,2,0,0
SAUSA300_1978,CP000255.1,2133798,2134709,-,912,2,2,0,0,0,0
SAUSA300_1979,CP000255.1,2134870,2136177,+,1308,92,42,74,46,28,46
SAUSA300_1980,CP000255.1,2137030,2137473,-,444,132,164,201,160,148,278
SAUSA300_1981,CP000255.1,2138333,2138923,-,591,4,2,2,5,2,6
SAUSA300_1982,CP000255.1,2139834,2141450,-,1617,574,1728,571,658,1425,1638
SAUSA300_1983,CP000255.1,2141526,2141810,-,285,74,266,44,87,240,252
SAUSA300_1984,CP000255.1,2141985,2142728,+,744,22,20,6,6,26,30
SAUSA300_1985,CP000255.1,2142753,2144006,-,1254,163,370,159,182,296,435
SAUSA300_1986,CP000255.1,2144203,2144829,+,627,28,25,30,26,23,36
SAUSA300_1987,CP000255.1,2145190,2145975,+,786,395,476,422,394,550,462
SAUSA300_1988,CP000255.1,2146572,2146706,-,135,25625,12648,19106,32571,12139,10749
SAUSA300_1989,CP000255.1,2146942,2147511,+,570,37876,18172,48145,39920,18321,22249
SAUSA300_1990,CP000255.1,2147508,2147648,+,141,3703,1549,4773,3935,1757,2173
SAUSA300_1991,CP000255.1,2147721,2148965,+,1245,28780,12021,28505,28811,14885,14199
SAUSA300_1992,CP000255.1,2149074,2149700,+,627,29289,17133,37212,30103,17914,20552
SAUSA300_1993,CP000255.1,2150067,2151026,-,960,178,227,211,206,231,315
SAUSA300_1994,CP000255.1,2151023,2152507,-,1485,169,415,185,154,348,471
SAUSA300_1995,CP000255.1,2152656,2153606,-,951,10,25,2,4,25,38
SAUSA300_1996,CP000255.1,2153789,2155039,-,1251,0,1,6,2,3,2
SAUSA300_1997,CP000255.1,2155247,2155471,-,225,1,9,7,9,5,5
SAUSA300_1998,CP000255.1,2155531,2156610,-,1080,42,50,29,43,31,37
SAUSA300_1999,CP000255.1,2156914,2157549,-,636,76,114,123,72,102,91
SAUSA300_2000,CP000255.1,2157802,2159730,+,1929,34,22,24,26,28,24
SAUSA300_2001,CP000255.1,2160091,2161701,+,1611,12,10,4,8,12,18
SAUSA300_2002,CP000255.1,2161803,2162828,-,1026,56,42,29,48,62,29
SAUSA300_2003,CP000255.1,2162821,2163285,-,465,4,8,6,5,4,10
SAUSA300_2004,CP000255.1,2163258,2163920,-,663,6,1,0,0,4,12
SAUSA300_2005,CP000255.1,2163901,2164335,-,435,0,6,0,2,4,2
SAUSA300_2006,CP000255.1,2164873,2166561,+,1689,358,245,176,354,188,161
SAUSA300_2007,CP000255.1,2166589,2168358,+,1770,508,282,327,488,303,246
SAUSA300_2008,CP000255.1,2168358,2168612,+,255,32,39,51,30,37,36
SAUSA300_2009,CP000255.1,2168749,2169753,+,1005,965,614,613,848,467,492
SAUSA300_2010,CP000255.1,2169783,2171312,+,1530,817,718,629,805,651,615
SAUSA300_2011,CP000255.1,2171315,2172361,+,1047,679,695,554,668,623,676
SAUSA300_2012,CP000255.1,2172375,2173745,+,1371,429,478,352,414,395,483
SAUSA300_2013,CP000255.1,2173746,2174318,+,573,155,191,158,131,153,195
SAUSA300_2014,CP000255.1,2174333,2175601,+,1269,164,206,242,172,178,216
SAUSA300_2020,CP000255.1,2181964,2182419,-,456,50,64,35,54,65,64
SAUSA300_2021,CP000255.1,2182412,2184562,-,2151,128,140,105,134,167,157
SAUSA300_2022,CP000255.1,2184996,2185766,-,771,151,231,262,161,226,302
SAUSA300_2023,CP000255.1,2185741,2186220,-,480,17,7,10,12,12,8
SAUSA300_2024,CP000255.1,2186222,2186548,-,327,31,49,28,19,35,62
SAUSA300_2025,CP000255.1,2186667,2187668,-,1002,29,96,20,32,93,50
SAUSA300_2026,CP000255.1,2188018,2188380,-,363,201,277,188,208,297,282
SAUSA300_2027,CP000255.1,2188632,2189780,-,1149,597,1673,479,591,1807,1543
SAUSA300_2028,CP000255.1,2189846,2190205,-,360,118,532,97,137,474,486
SAUSA300_2029,CP000255.1,2190209,2190700,-,492,45,119,34,46,106,134
SAUSA300_2030,CP000255.1,2190687,2192270,-,1584,158,484,182,139,448,496
SAUSA300_2031,CP000255.1,2192263,2192742,-,480,4,18,10,12,5,14
SAUSA300_2032,CP000255.1,2192950,2193510,-,561,32,32,14,33,31,8
SAUSA300_2033,CP000255.1,2193530,2195503,-,1974,60,74,103,61,55,70
SAUSA300_2034,CP000255.1,2195576,2197252,-,1677,19,6,14,38,6,18
SAUSA300_2035,CP000255.1,2197524,2200181,+,2658,90,38,52,42,57,68
SAUSA300_2036,CP000255.1,2200181,2200876,+,696,10,16,22,22,9,12
SAUSA300_2037,CP000255.1,2201245,2202765,-,1521,378,457,233,421,540,472
SAUSA300_2038,CP000255.1,2203282,2204640,-,1359,383,1052,407,333,1071,1063
SAUSA300_2039,CP000255.1,2204655,2205725,-,1071,128,580,120,151,634,561
SAUSA300_2040,CP000255.1,2206043,2207245,+,1203,24,158,20,45,132,160
SAUSA300_2041,CP000255.1,2207509,2207646,-,138,1036,1365,646,1184,1485,1098
SAUSA300_2042,CP000255.1,2207774,2207983,-,210,5,20,12,8,13,26
SAUSA300_2043,CP000255.1,2207995,2208288,-,294,10,44,21,15,27,43
SAUSA300_2044,CP000255.1,2208379,2209938,+,1560,76,118,84,93,139,104
SAUSA300_2045,CP000255.1,2209966,2210613,+,648,58,64,43,57,34,71
SAUSA300_2046,CP000255.1,2211426,2212298,-,873,478,493,507,558,484,552
SAUSA300_2047,CP000255.1,2212384,2213025,-,642,1,5,1,10,2,0
SAUSA300_2048,CP000255.1,2213027,2213818,-,792,3,0,4,6,2,0
SAUSA300_2049,CP000255.1,2213802,2214632,-,831,2,0,0,0,0,2
SAUSA300_2050,CP000255.1,2214625,2215314,-,690,2,0,0,2,2,2
SAUSA300_2051,CP000255.1,2215700,2216395,-,696,4,2,0,4,0,2
SAUSA300_2052,CP000255.1,2216832,2217179,-,348,137,104,168,141,123,102
SAUSA300_2053,CP000255.1,2217373,2217813,+,441,20,44,20,26,40,29
SAUSA300_2054,CP000255.1,2217872,2218312,-,441,183,104,196,213,143,130
SAUSA300_2055,CP000255.1,2218346,2219611,-,1266,376,197,438,370,153,198
SAUSA300_2056,CP000255.1,2219722,2219955,-,234,25,28,27,19,22,34
SAUSA300_2057,CP000255.1,2220517,2220921,-,405,542,781,776,641,584,854
SAUSA300_2058,CP000255.1,2220941,2222353,-,1413,2307,1994,2355,2556,2186,2094
SAUSA300_2059,CP000255.1,2222375,2223172,-,798,904,1153,1120,846,1046,1306
SAUSA300_2060,CP000255.1,2223272,2224780,-,1509,1005,1371,1091,1025,1441,1300
SAUSA300_2061,CP000255.1,2224802,2225341,-,540,379,647,476,379,483,731
SAUSA300_2062,CP000255.1,2225341,2225862,-,522,404,502,380,413,594,577
SAUSA300_2063,CP000255.1,2226060,2226272,-,213,398,847,622,418,634,815
SAUSA300_2064,CP000255.1,2226315,2227043,-,729,2080,3526,2340,1958,3275,3793
SAUSA300_2065,CP000255.1,2227584,2228711,-,1128,3675,4758,3343,3525,4717,5022
SAUSA300_2066,CP000255.1,2228735,2229364,-,630,2498,3348,2142,2319,2839,3529
SAUSA300_2067,CP000255.1,2229392,2230630,-,1239,5669,5370,4098,5642,6224,5609
SAUSA300_2068,CP000255.1,2230657,2231181,-,525,2143,1838,1518,1944,1859,2038
SAUSA300_2069,CP000255.1,2231288,2231707,-,420,0,2,4,0,4,2
SAUSA300_2070,CP000255.1,2231704,2232750,-,1047,16,4,8,10,3,4
SAUSA300_2071,CP000255.1,2232834,2233586,-,753,77,103,84,104,93,101
SAUSA300_2072,CP000255.1,2233657,2234733,-,1077,96,145,88,82,113,112
SAUSA300_2073,CP000255.1,2234734,2235333,-,600,24,52,15,22,38,27
SAUSA300_2074,CP000255.1,2235680,2235934,-,255,120,99,86,139,149,82
SAUSA300_2075,CP000255.1,2236052,2237368,-,1317,521,507,572,506,393,406
SAUSA300_2076,CP000255.1,2237615,2239042,-,1428,3006,2815,3481,3517,2634,2836
SAUSA300_2077,CP000255.1,2239280,2239615,-,336,212,273,283,251,205,271
SAUSA300_2078,CP000255.1,2239704,2240963,-,1260,550,489,649,563,441,493
SAUSA300_2079,CP000255.1,2241429,2242289,-,861,3551,4176,2918,3542,4349,4186
SAUSA300_2080,CP000255.1,2242507,2243028,+,522,8,4,10,4,2,6
SAUSA300_2081,CP000255.1,2243137,2244747,-,1611,111,124,122,100,102,158
SAUSA300_2082,CP000255.1,2245083,2245613,-,531,34,94,24,44,67,125
SAUSA300_2083,CP000255.1,2245725,2246585,-,861,14,36,9,6,73,53
SAUSA300_2084,CP000255.1,2247009,2247812,+,804,26,40,14,36,40,57
SAUSA300_2085,CP000255.1,2247942,2248613,-,672,42,70,24,45,58,52
SAUSA300_2086,CP000255.1,2249012,2250205,-,1194,69,71,71,86,59,62
SAUSA300_2087,CP000255.1,2250205,2251389,-,1185,48,56,58,51,41,50
SAUSA300_2088,CP000255.1,2251700,2252170,+,471,117,203,88,130,150,213
SAUSA300_2089,CP000255.1,2252686,2254026,-,1341,1203,1532,1631,1382,1599,1785
SAUSA300_2090,CP000255.1,2254266,2254928,-,663,346,469,500,399,438,571
SAUSA300_2091,CP000255.1,2255243,2255953,+,711,152,142,120,116,130,150
SAUSA300_2092,CP000255.1,2256074,2256517,-,444,90,132,96,96,110,126
SAUSA300_2093,CP000255.1,2256717,2257130,-,414,156,176,161,133,158,185
SAUSA300_2094,CP000255.1,2257588,2258961,-,1374,58,188,50,76,180,161
SAUSA300_2095,CP000255.1,2259633,2259863,-,231,2,4,2,5,5,1
SAUSA300_2096,CP000255.1,2259894,2260832,-,939,12,16,10,10,10,13
SAUSA300_2097,CP000255.1,2261267,2261932,-,666,758,1080,1020,808,833,1033
SAUSA300_2098,CP000255.1,2262084,2262404,+,321,14,10,4,6,7,7
SAUSA300_2099,CP000255.1,2262406,2263386,+,981,55,28,44,51,60,23
SAUSA300_2100,CP000255.1,2263652,2264743,+,1092,64,574,92,60,640,672
SAUSA300_2101,CP000255.1,2266034,2267170,-,1137,0,0,2,4,7,0
SAUSA300_2102,CP000255.1,2268256,2269113,-,858,146,236,157,138,186,212
SAUSA300_2103,CP000255.1,2269181,2269963,-,783,58,94,66,82,88,86
SAUSA300_2104,CP000255.1,2270195,2272000,-,1806,1241,1437,1687,1403,1447,1729
SAUSA300_2105,CP000255.1,2272681,2274219,+,1539,7257,5634,5149,5738,5157,4956
SAUSA300_2106,CP000255.1,2274254,2276386,+,2133,3376,2954,2196,2904,3375,2578
SAUSA300_2107,CP000255.1,2276398,2276832,+,435,1058,885,652,944,958,743
